Marker file version: 1
Time format: Time
k	00:00:37.53730208	00:00:37.61077083	
iy	00:00:37.61078125	00:00:37.75547917	
p	00:00:37.75548958	00:00:37.86942708	
y	00:00:37.86943750	00:00:37.93457292	
uw	00:00:37.93458333	00:00:38.01725000	
s	00:00:38.01726042	00:00:38.19998958	
ay	00:00:38.20000000	00:00:38.58259375	
f	00:00:38.58260417	00:00:38.67712500	
ae	00:00:38.67713542	00:00:38.83969792	
n	00:00:38.83970833	00:00:39.06644792	
w	00:00:39.06645833	00:00:39.13931250	
ao	00:00:39.13932292	00:00:39.35102083	
r	00:00:39.35103125	00:00:39.47094792	
m	00:00:39.47095833	00:00:39.65077083	
sp	00:00:39.65078125	00:00:40.29998958	
ap	00:00:40.30000000	00:00:40.93187500	
m	00:00:40.93188542	00:00:40.98225000	
th	00:00:40.98226042	00:00:41.00862500	
ih	00:00:41.00863542	00:00:41.12644792	
s	00:00:41.12645833	00:00:41.27784375	
b	00:00:41.27785417	00:00:41.31904167	
aa	00:00:41.31905208	00:00:41.49998958	
n	00:00:41.50000000	00:00:41.59998958	
b	00:00:41.60000000	00:00:41.63600000	
eh	00:00:41.63601042	00:00:41.77623958	
t	00:00:41.77625000	00:00:41.94363542	
w	00:00:41.94364583	00:00:42.02038542	
iy	00:00:42.02039583	00:00:42.18866667	
n	00:00:42.18867708	00:00:42.24389583	
ah	00:00:42.24390625	00:00:42.52662500	
s	00:00:42.52663542	00:00:42.73348958	
sp	00:00:42.73350000	00:00:43.09998958	
k	00:00:43.10000000	00:00:43.16652083	
ae	00:00:43.16653125	00:00:43.56146875	
n	00:00:43.56147917	00:00:43.62800000	
t	00:00:43.62801042	00:00:43.72935417	
b	00:00:43.72936458	00:00:43.76481250	
iy	00:00:43.76482292	00:00:44.07175000	
b	00:00:44.07176042	00:00:44.09998958	
r	00:00:44.10000000	00:00:44.14986458	
ow	00:00:44.14987500	00:00:44.54220833	
k	00:00:44.54221875	00:00:44.71207292	
ah	00:00:44.71208333	00:00:45.05080208	
n	00:00:45.05081250	00:00:45.19998958	
sp	00:00:45.20000000	00:00:45.88950000	
hh	00:00:45.88951042	00:00:46.03284375	
ay	00:00:46.03285417	00:00:46.28826042	
w	00:00:46.28827083	00:00:46.35053125	
ih	00:00:46.35054167	00:00:46.54801042	
l	00:00:46.54802083	00:00:46.59998958	
b	00:00:46.60000000	00:00:46.63771875	
iy	00:00:46.63772917	00:00:46.81961458	
hh	00:00:46.81962500	00:00:46.98386458	
iy	00:00:46.98387500	00:00:47.37491667	
r	00:00:47.37492708	00:00:47.50918750	
d	00:00:47.50919792	00:00:47.55406250	
aa	00:00:47.55407292	00:00:47.72239583	
n	00:00:47.72240625	00:00:47.77868750	
t	00:00:47.77869792	00:00:47.96933333	
y	00:00:47.96934375	00:00:48.07420833	
uw	00:00:48.07421875	00:00:48.38322917	
k	00:00:48.38323958	00:00:48.48222917	
r	00:00:48.48223958	00:00:48.57264583	
ay	00:00:48.57265625	00:00:49.19014583	
sp	00:00:49.19015625	00:00:49.83077083	
ap	00:00:49.83078125	00:00:50.28425000	
k	00:00:50.28426042	00:00:50.33820833	
eh	00:00:50.33821875	00:00:50.55287500	
z	00:00:50.55288542	00:00:50.64956250	
iy	00:00:50.64957292	00:00:50.71093750	
uw	00:00:50.71094792	00:00:51.16356250	
l	00:00:51.16357292	00:00:51.22802083	
b	00:00:51.22803125	00:00:51.27279167	
iy	00:00:51.27280208	00:00:52.18392708	
n	00:00:52.18393750	00:00:52.43950000	
m	00:00:52.43951042	00:00:52.53597917	
ay	00:00:52.53598958	00:00:52.94078125	
hh	00:00:52.94079167	00:00:53.12737500	
aa	00:00:53.12738542	00:00:53.46315625	
r	00:00:53.46316667	00:00:53.63590625	
t	00:00:53.63591667	00:00:53.78119792	
sp	00:00:53.78120833	00:00:54.84589583	
ap	00:00:54.84590625	00:00:55.22203125	
sp	00:00:55.22204167	00:00:55.27704167	
y	00:00:55.27705208	00:00:55.32440625	
eh	00:00:55.32441667	00:00:55.45833333	
s	00:00:55.45834375	00:00:55.62055208	
y	00:00:55.62056250	00:00:55.66892708	
uw	00:00:55.66893750	00:00:56.06876042	
l	00:00:56.06877083	00:00:56.21915625	
b	00:00:56.21916667	00:00:56.24403125	
iy	00:00:56.24404167	00:00:57.16043750	
n	00:00:57.16044792	00:00:57.36207292	
m	00:00:57.36208333	00:00:57.45335417	
ay	00:00:57.45336458	00:00:57.94117708	
hh	00:00:57.94118750	00:00:58.09998958	
aa	00:00:58.10000000	00:00:58.43394792	
r	00:00:58.43395833	00:00:58.52707292	
t	00:00:58.52708333	00:00:58.61103125	
sp	00:00:58.61104167	00:00:59.97121875	
ap	00:00:59.97122917	00:01:00.15331250	
f	00:01:00.15332292	00:01:00.26539583	
r	00:01:00.26540625	00:01:00.29008333	
aa	00:01:00.29009375	00:01:00.35802083	
m	00:01:00.35803125	00:01:00.56529167	
th	00:01:00.56530208	00:01:00.58460417	
ih	00:01:00.58461458	00:01:00.65795833	
s	00:01:00.65796875	00:01:00.87877083	
d	00:01:00.87878125	00:01:00.91416667	
ey	00:01:00.91417708	00:01:01.47098958	
ah	00:01:01.47100000	00:01:01.99998958	
m	00:01:02.00000000	00:01:02.11991667	
ap	00:01:02.11992708	00:01:02.67336458	
n	00:01:02.67337500	00:01:02.77153125	
aw	00:01:02.77154167	00:01:03.35846875	
w	00:01:03.35847917	00:01:03.39998958	
eh	00:01:03.40000000	00:01:03.79998958	
n	00:01:03.80000000	00:01:03.88126042	
f	00:01:03.88127083	00:01:04.01967708	
ao	00:01:04.01968750	00:01:04.15013542	
r	00:01:04.15014583	00:01:04.27907292	
v	00:01:04.27908333	00:01:04.39998958	
eh	00:01:04.40000000	00:01:05.30864583	
v	00:01:05.30865625	00:01:05.37194792	
er	00:01:05.37195833	00:01:05.59998958	
m	00:01:05.60000000	00:01:05.79998958	
ao	00:01:05.80000000	00:01:06.16351042	
r	00:01:06.16352083	00:01:06.32008333	
sp	00:01:06.32009375	00:01:09.90819792	
ap	00:01:09.90820833	00:01:10.49595833	
y	00:01:10.49596875	00:01:10.59998958	
ao	00:01:10.60000000	00:01:11.04946875	
r	00:01:11.04947917	00:01:11.11428125	
b	00:01:11.11429167	00:01:11.16026042	
iy	00:01:11.16027083	00:01:12.11082292	
n	00:01:12.11083333	00:01:12.34616667	
m	00:01:12.34617708	00:01:12.41570833	
ay	00:01:12.41571875	00:01:12.86923958	
hh	00:01:12.86925000	00:01:13.03015625	
aa	00:01:13.03016667	00:01:13.33571875	
r	00:01:13.33572917	00:01:13.49066667	
t	00:01:13.49067708	00:01:13.63781250	
sp	00:01:13.63782292	00:01:14.79998958	
ap	00:01:14.80000000	00:01:15.16278125	
n	00:01:15.16279167	00:01:15.19998958	
ow	00:01:15.20000000	00:01:15.39998958	
m	00:01:15.40000000	00:01:15.52913542	
ah	00:01:15.52914583	00:01:15.92621875	
t	00:01:15.92622917	00:01:15.96615625	
er	00:01:15.96616667	00:01:16.43514583	
w	00:01:16.43515625	00:01:16.51352083	
aa	00:01:16.51353125	00:01:17.14781250	
t	00:01:17.14782292	00:01:17.34706250	
dh	00:01:17.34707292	00:01:17.37293750	
ey	00:01:17.37294792	00:01:17.77497917	
s	00:01:17.77498958	00:01:17.97003125	
ey	00:01:17.97004167	00:01:18.51673958	
sp	00:01:18.51675000	00:01:19.77936458	
ap	00:01:19.77937500	00:01:20.15655208	
y	00:01:20.15656250	00:01:20.21946875	
uw	00:01:20.21947917	00:01:20.42671875	
l	00:01:20.42672917	00:01:20.47379167	
b	00:01:20.47380208	00:01:20.49998958	
iy	00:01:20.50000000	00:01:20.69998958	
hh	00:01:20.70000000	00:01:20.83004167	
er	00:01:20.83005208	00:01:21.38491667	
ah	00:01:21.38492708	00:01:22.03500000	
n	00:01:22.03501042	00:01:22.32182292	
m	00:01:22.32183333	00:01:22.43904167	
ay	00:01:22.43905208	00:01:22.83018750	
hh	00:01:22.83019792	00:01:22.99998958	
aa	00:01:23.00000000	00:01:23.28170833	
r	00:01:23.28171875	00:01:23.48414583	
t	00:01:23.48415625	00:01:23.62252083	
sp	00:01:23.62253125	00:01:24.96608333	
hh	00:01:24.96609375	00:01:25.11379167	
ao	00:01:25.11380208	00:01:25.45481250	
l	00:01:25.45482292	00:01:25.65437500	
w	00:01:25.65438542	00:01:25.73289583	
ey	00:01:25.73290625	00:01:26.32543750	
z	00:01:26.32544792	00:01:26.53181250	
sp	00:01:26.53182292	00:01:32.68702083	
ap	00:01:32.68703125	00:01:33.15873958	
w	00:01:33.15875000	00:01:33.23809375	
ay	00:01:33.23810417	00:01:33.46415625	
k	00:01:33.46416667	00:01:33.53888542	
ah	00:01:33.53889583	00:01:33.63998958	
t	00:01:33.64000000	00:01:33.79998958	
th	00:01:33.80000000	00:01:33.83648958	
ay	00:01:33.83650000	00:01:34.13336458	
ah	00:01:34.13337500	00:01:34.31003125	
n	00:01:34.31004167	00:01:34.39998958	
d	00:01:34.40000000	00:01:34.42567708	
er	00:01:34.42568750	00:01:34.51817708	
s	00:01:34.51818750	00:01:34.67901042	
t	00:01:34.67902083	00:01:34.73340625	
ae	00:01:34.73341667	00:01:34.95119792	
n	00:01:34.95120833	00:01:35.05890625	
ah	00:01:35.05891667	00:01:35.34730208	
w	00:01:35.34731250	00:01:35.42942708	
ay	00:01:35.42943750	00:01:35.73213542	
w	00:01:35.73214583	00:01:35.81848958	
ih	00:01:35.81850000	00:01:36.02294792	
f	00:01:36.02295833	00:01:36.25707292	
iy	00:01:36.25708333	00:01:36.53590625	
l	00:01:36.53591667	00:01:36.85402083	
sp	00:01:36.85403125	00:01:37.79998958	
ap	00:01:37.80000000	00:01:38.04342708	
th	00:01:38.04343750	00:01:38.08653125	
ey	00:01:38.08654167	00:01:38.35017708	
jh	00:01:38.35018750	00:01:38.41380208	
ah	00:01:38.41381250	00:01:38.50530208	
s	00:01:38.50531250	00:01:38.67057292	
t	00:01:38.67058333	00:01:38.71476042	
d	00:01:38.71477083	00:01:38.73521875	
ah	00:01:38.73522917	00:01:38.85834375	
t	00:01:38.85835417	00:01:38.96023958	
tr	00:01:38.96025000	00:01:39.07257292	
ah	00:01:39.07258333	00:01:39.27994792	
s	00:01:39.27995833	00:01:39.48323958	
t	00:01:39.48325000	00:01:39.59998958	
sp	00:01:39.60000000	00:01:39.94559375	
w	00:01:39.94560417	00:01:39.99998958	
aa	00:01:40.00000000	00:01:40.04592708	
t	00:01:40.04593750	00:01:40.11476042	
th	00:01:40.11477083	00:01:40.14163542	
ey	00:01:40.14164583	00:01:40.28076042	
k	00:01:40.28077083	00:01:40.36259375	
ae	00:01:40.36260417	00:01:40.79998958	
n	00:01:40.80000000	00:01:40.84063542	
t	00:01:40.84064583	00:01:40.87782292	
ih	00:01:40.87783333	00:01:40.99998958	
k	00:01:41.00000000	00:01:41.02161458	
s	00:01:41.02162500	00:01:41.15571875	
p	00:01:41.15572917	00:01:41.19998958	
l	00:01:41.20000000	00:01:41.25713542	
ey	00:01:41.25714583	00:01:41.95844792	
n	00:01:41.95845833	00:01:42.19998958	
sp	00:01:42.20000000	00:01:42.54528125	
ap	00:01:42.54529167	00:01:42.91864583	
hh	00:01:42.91865625	00:01:43.06198958	
ay	00:01:43.06200000	00:01:43.25867708	
n	00:01:43.25868750	00:01:43.35553125	
ow	00:01:43.35554167	00:01:43.64430208	
w	00:01:43.64431250	00:01:43.69771875	
eh	00:01:43.69772917	00:01:43.78086458	
r	00:01:43.78087500	00:01:43.94776042	
d	00:01:43.94777083	00:01:43.99998958	
ih	00:01:44.00000000	00:01:44.06955208	
f	00:01:44.06956250	00:01:44.28040625	
er	00:01:44.28041667	00:01:44.34498958	
ah	00:01:44.34500000	00:01:44.39998958	
n	00:01:44.40000000	00:01:44.45907292	
t	00:01:44.45908333	00:01:44.63880208	
b	00:01:44.63881250	00:01:44.66832292	
ah	00:01:44.66833333	00:01:44.88915625	
t	00:01:44.88916667	00:01:44.98263542	
sp	00:01:44.98264583	00:01:45.59998958	
d	00:01:45.60000000	00:01:45.63893750	
iy	00:01:45.63894792	00:01:45.81087500	
p	00:01:45.81088542	00:01:45.93900000	
ih	00:01:45.93901042	00:01:45.98202083	
n	00:01:45.98203125	00:01:46.09998958	
s	00:01:46.10000000	00:01:46.25962500	
ay	00:01:46.25963542	00:01:46.81480208	
d	00:01:46.81481250	00:01:46.84588542	
ah	00:01:46.84589583	00:01:47.14698958	
s	00:01:47.14700000	00:01:47.39998958	
sp	00:01:47.40000000	00:01:47.99998958	
w	00:01:48.00000000	00:01:48.12821875	
eh	00:01:48.12822917	00:01:48.24913542	
r	00:01:48.24914583	00:01:48.37780208	
n	00:01:48.37781250	00:01:48.39998958	
ah	00:01:48.40000000	00:01:48.56798958	
t	00:01:48.56800000	00:01:48.68932292	
th	00:01:48.68933333	00:01:48.72765625	
ae	00:01:48.72766667	00:01:48.89998958	
t	00:01:48.90000000	00:01:49.01971875	
d	00:01:49.01972917	00:01:49.06623958	
ih	00:01:49.06625000	00:01:49.12705208	
f	00:01:49.12706250	00:01:49.24092708	
er	00:01:49.24093750	00:01:49.35890625	
eh	00:01:49.35891667	00:01:49.53421875	
n	00:01:49.53422917	00:01:49.66803125	
t	00:01:49.66804167	00:01:49.72394792	
ah	00:01:49.72395833	00:01:49.96869792	
t	00:01:49.96870833	00:01:49.99998958	
ao	00:01:50.00000000	00:01:50.48778125	
l	00:01:50.48779167	00:01:50.63934375	
sp	00:01:50.63935417	00:01:51.91570833	
ap	00:01:51.91571875	00:01:52.32428125	
hh	00:01:52.32429167	00:01:52.39998958	
ae	00:01:52.40000000	00:01:52.54917708	
n	00:01:52.54918750	00:01:52.66665625	
y	00:01:52.66666667	00:01:52.76128125	
uw	00:01:52.76129167	00:01:53.19171875	
l	00:01:53.19172917	00:01:53.28498958	
b	00:01:53.28500000	00:01:53.31217708	
iy	00:01:53.31218750	00:01:54.23869792	
n	00:01:54.23870833	00:01:54.41472917	
m	00:01:54.41473958	00:01:54.52720833	
ay	00:01:54.52721875	00:01:54.99998958	
hh	00:01:55.00000000	00:01:55.16700000	
aa	00:01:55.16701042	00:01:55.46175000	
r	00:01:55.46176042	00:01:55.68370833	
t	00:01:55.68371875	00:01:55.79998958	
sp	00:01:55.80000000	00:01:56.89998958	
ap	00:01:56.90000000	00:01:57.30795833	
y	00:01:57.30796875	00:01:57.36391667	
eh	00:01:57.36392708	00:01:57.51500000	
s	00:01:57.51501042	00:01:57.66908333	
y	00:01:57.66909375	00:01:57.73041667	
uw	00:01:57.73042708	00:01:58.17697917	
l	00:01:58.17698958	00:01:58.29998958	
b	00:01:58.30000000	00:01:58.33445833	
iy	00:01:58.33446875	00:01:59.25564583	
n	00:01:59.25565625	00:01:59.45348958	
m	00:01:59.45350000	00:01:59.52114583	
ay	00:01:59.52115625	00:01:59.96189583	
hh	00:01:59.96190625	00:02:00.14502083	
aa	00:02:00.14503125	00:02:00.39998958	
r	00:02:00.40000000	00:02:00.59998958	
t	00:02:00.60000000	00:02:00.78114583	
sp	00:02:00.78115625	00:02:01.99020833	
ap	00:02:01.99021875	00:02:02.21189583	
f	00:02:02.21190625	00:02:02.33118750	
r	00:02:02.33119792	00:02:02.36839583	
aa	00:02:02.36840625	00:02:02.44960417	
m	00:02:02.44961458	00:02:02.62422917	
th	00:02:02.62423958	00:02:02.65347917	
ih	00:02:02.65348958	00:02:02.74258333	
s	00:02:02.74259375	00:02:02.95039583	
d	00:02:02.95040625	00:02:02.98293750	
ey	00:02:02.98294792	00:02:03.61477083	
ah	00:02:03.61478125	00:02:04.12198958	
n	00:02:04.12200000	00:02:04.27120833	
ap	00:02:04.27121875	00:02:04.73229167	
n	00:02:04.73230208	00:02:04.79998958	
aw	00:02:04.80000000	00:02:05.37235417	
ae	00:02:05.37236458	00:02:05.81430208	
n	00:02:05.81431250	00:02:05.92973958	
d	00:02:05.92975000	00:02:05.98373958	
f	00:02:05.98375000	00:02:06.04457292	
ao	00:02:06.04458333	00:02:06.22309375	
r	00:02:06.22310417	00:02:06.29998958	
v	00:02:06.30000000	00:02:06.39998958	
eh	00:02:06.40000000	00:02:07.19998958	
f	00:02:07.20000000	00:02:07.36114583	
er	00:02:07.36115625	00:02:07.68921875	
m	00:02:07.68922917	00:02:07.87471875	
ao	00:02:07.87472917	00:02:08.32413542	
r	00:02:08.32414583	00:02:08.55664583	
sp	00:02:08.55665625	00:02:11.82915625	
ap	00:02:11.82916667	00:02:12.25717708	
d	00:02:12.25718750	00:02:12.31042708	
ow	00:02:12.31043750	00:02:12.47565625	
n	00:02:12.47566667	00:02:12.57134375	
t	00:02:12.57135417	00:02:12.59998958	
l	00:02:12.60000000	00:02:12.63194792	
ih	00:02:12.63195833	00:02:12.68992708	
s	00:02:12.68993750	00:02:12.88403125	
t	00:02:12.88404167	00:02:12.91240625	
ah	00:02:12.91241667	00:02:13.14798958	
n	00:02:13.14800000	00:02:13.21967708	
t	00:02:13.21968750	00:02:13.23867708	
uw	00:02:13.23868750	00:02:13.49998958	
dh	00:02:13.50000000	00:02:13.54105208	
eh	00:02:13.54106250	00:02:13.89998958	
m	00:02:13.90000000	00:02:14.06366667	
ap	00:02:14.06367708	00:02:14.68494792	
k	00:02:14.68495833	00:02:14.74861458	
ao	00:02:14.74862500	00:02:14.89998958	
z	00:02:14.90000000	00:02:15.03919792	
w	00:02:15.03920833	00:02:15.08586458	
aa	00:02:15.08587500	00:02:15.19998958	
t	00:02:15.20000000	00:02:15.35963542	
d	00:02:15.35964583	00:02:15.39998958	
uw	00:02:15.40000000	00:02:15.52288542	
dh	00:02:15.52289583	00:02:15.55701042	
ey	00:02:15.55702083	00:02:15.89998958	
n	00:02:15.90000000	00:02:15.99998958	
ow	00:02:16.00000000	00:02:16.47988542	
ap	00:02:16.47989583	00:02:17.22350000	
w	00:02:17.22351042	00:02:17.29998958	
ih	00:02:17.30000000	00:02:17.50801042	
n	00:02:17.50802083	00:02:17.58344792	
iy	00:02:17.58345833	00:02:17.97471875	
d	00:02:17.97472917	00:02:18.01365625	
iy	00:02:18.01366667	00:02:18.24778125	
ch	00:02:18.24779167	00:02:18.42865625	
ah	00:02:18.42866667	00:02:18.86305208	
dh	00:02:18.86306250	00:02:18.96142708	
er	00:02:18.96143750	00:02:19.29998958	
ap	00:02:19.30000000	00:02:19.62842708	
t	00:02:19.62843750	00:02:19.72821875	
uw	00:02:19.72822917	00:02:19.94940625	
hh	00:02:19.94941667	00:02:20.05809375	
ae	00:02:20.05810417	00:02:20.31011458	
v	00:02:20.31012500	00:02:20.43123958	
t	00:02:20.43125000	00:02:20.51269792	
uw	00:02:20.51270833	00:02:20.82948958	
hh	00:02:20.82950000	00:02:20.94813542	
ow	00:02:20.94814583	00:02:21.47665625	
l	00:02:21.47666667	00:02:21.55244792	
d	00:02:21.55245833	00:02:21.67078125	
ap	00:02:21.67079167	00:02:22.14277083	
dh	00:02:22.14278125	00:02:22.19998958	
ey	00:02:22.20000000	00:02:22.32409375	
l	00:02:22.32410417	00:02:22.37719792	
s	00:02:22.37720833	00:02:22.58455208	
iy	00:02:22.58456250	00:02:23.39998958	
ih	00:02:23.40000000	00:02:23.52582292	
n	00:02:23.52583333	00:02:23.69998958	
t	00:02:23.70000000	00:02:23.78548958	
ay	00:02:23.78550000	00:02:24.62854167	
m	00:02:24.62855208	00:02:24.79998958	
sp	00:02:24.80000000	00:02:26.12005208	
ap	00:02:26.12006250	00:02:26.47590625	
hh	00:02:26.47591667	00:02:26.57959375	
ay	00:02:26.57960417	00:02:27.29998958	
n	00:02:27.30000000	00:02:27.47362500	
ow	00:02:27.47363542	00:02:28.79998958	
sp	00:02:28.80000000	00:02:31.59998958	
ap	00:02:31.60000000	00:02:32.07619792	
w	00:02:32.07620833	00:02:32.14032292	
eh	00:02:32.14033333	00:02:32.26248958	
n	00:02:32.26250000	00:02:32.41023958	
d	00:02:32.41025000	00:02:32.44651042	
eh	00:02:32.44652083	00:02:32.58761458	
s	00:02:32.58762500	00:02:32.77788542	
t	00:02:32.77789583	00:02:32.82517708	
eh	00:02:32.82518750	00:02:32.89998958	
n	00:02:32.90000000	00:02:32.96086458	
iy	00:02:32.96087500	00:02:33.19032292	
sp	00:02:33.19033333	00:02:33.29998958	
k	00:02:33.30000000	00:02:33.37763542	
ah	00:02:33.37764583	00:02:33.73242708	
l	00:02:33.73243750	00:02:33.77467708	
z	00:02:33.77468750	00:02:33.91094792	
y	00:02:33.91095833	00:02:33.98236458	
uw	00:02:33.98237500	00:02:34.28221875	
ap	00:02:34.28222917	00:02:34.67118750	
y	00:02:34.67119792	00:02:34.74669792	
uw	00:02:34.74670833	00:02:34.84723958	
m	00:02:34.84725000	00:02:34.96126042	
ah	00:02:34.96127083	00:02:35.11976042	
s	00:02:35.11977083	00:02:35.28369792	
